小韻次序	代表字	全部字	反切	編碼	切韻拼音	unt切韻擬音L	unt切韻擬音J	潘悟雲擬音
1765	者	者赭堵	章也	XoB	tjiaeq	tɕá	tɕá	tɕiæ˧˥
1766	野	野壄也冶虵	羊者	loB	jiaeq	já	já	jiæ˧˥
1767	雅	雅疋庌厊㿿	五下	gnB	ngaeq	ɴáˤ	ɴáˤ	ŋɣæ˧˥
1768	檟	檟榎嘏假叚賈斝瘕椵婽	古疋	dnB	kaeq	qáˤ	qáˤ	kɣæ˧˥
1769	灑	灑	砂下	VnB	sraeq	ʂáˤ	ʂáˤ	ʂɣæ˧˥
1770	啞	啞瘂𤺘	烏下	hnB	qaeq	ʡáˤ	ʡáˤ	ʔɣæ˧˥
1771	灺	灺抯䵦	徐野	RoB	ziaeq	zjá	zjá	ziæ˧˥
1772	下	下丅夏廈	胡雅	jnB	ghaeq	ʁáˤ	ʁáˤ	ɦɣæ˧˥
1773	寫	寫𣞐瀉𣬕	悉姐	QoB	siaeq	sjá	sjá	siæ˧˥
1774	𡎬	𡎬	𩛠瓦	SnJ	tsrwaeq	tʂwáˤ	tʂwáˤ	tʂʷɣæ˧˥
1775	乜	乜	彌也	DoB	miaeq	mjá	mjá	miæ˧˥
1776	且	且	七也	OoB	tshiaeq	tsʰjá	tsʰjá	tsʰiæ˧˥
1777	㗿	㗿閜襾	許下	inB	haeq	χáˤ	χáˤ	hɣæ˧˥
1778	社	社𥁹𣝒	常者	ZoB	djiaeq	dʑá	dʑá	dʑiæ˧˥
1779	跒	跒	苦下	enB	khaeq	qʰáˤ	qʰáˤ	kʰɣæ˧˥
1780	跁	跁䇑笆	傍下	CnB	baeq	ᵬáˤ	báˤ	bɣæ˧˥
1781	捨	捨舍騇䬷𩜉	書冶	aoB	sjiaeq	ɕá	ɕá	ɕiæ˧˥
1782	姐	姐抯飷	兹野	NoB	tsiaeq	tsjá	tsjá	tsiæ˧˥
1783	把	把	博下	AnB	paeq	ᵱáˤ	páˤ	pɣæ˧˥
1784	踝	踝稞𡱏𦖍黊蘳觟𩸄𢦚輠䴹	胡瓦	jnJ	ghwaeq	ʁwáˤ	ʁwáˤ	ɦʷɣæ˧˥
1785	寡	寡冎剮𣑍𠊰𦫳䈑𧤐	古瓦	dnJ	kwaeq	qwáˤ	qwáˤ	kʷɣæ˧˥
1786	瓦	瓦邷	五寡	gnJ	ngwaeq	ɴwáˤ	ɴwáˤ	ŋʷɣæ˧˥
1787	若	若惹𠰒	人者	coB	njiaeq	ɲá	ɲá	ȵiæ˧˥
1788	鮓	鮓厏謯𥰭痄	側下	SnB	tsraeq	tʂáˤ	tʂáˤ	tʂɣæ˧˥
1789	觰	觰	都賈	JnB	traeq	ʈáˤ	ʈáˤ	ʈɣæ˧˥
1790	槎	槎厏	士下	UnB	dzraeq	dʐáˤ	dʐáˤ	dʐɣæ˧˥
1791	奲	奲㨋䰩哆撦	昌者	YoB	tjhiaeq	tɕʰá	tɕʰá	tɕʰiæ˧˥
1792	䋾	䋾	竹下	JnB	traeq	ʈáˤ	ʈáˤ	ʈɣæ˧˥
1793	䋈	䋈	奴下	MnB	nraeq	ɳáˤ	ɳáˤ	ɳɣæ˧˥
1794	髁	髁跨骻㡁銙𢄳𡕒	苦瓦	enJ	khwaeq	qʰwáˤ	qʰwáˤ	kʰʷɣæ˧˥
1795	䂳	䂳	叉瓦	TnJ	tsrhwaeq	tʂʰwáˤ	tʂʰwáˤ	tʂʰʷɣæ˧˥
1796	䊬	䊬	丑寡	KnJ	trhwaeq	ʈʰwáˤ	ʈʰwáˤ	ʈʰʷɣæ˧˥
1797	葰	葰𧫝傻	沙瓦	VnJ	srwaeq	ʂwáˤ	ʂwáˤ	ʂʷɣæ˧˥
1798	奼	奼	丑下	KnB	trhaeq	ʈʰáˤ	ʈʰáˤ	ʈʰɣæ˧˥
1799	藞	藞	盧下	InB	laeq	ɫáˤ	ɫáˤ	lɣæ˧˥
1800	養	養痒癢瀁蛘勨𧓲	餘兩	lpB	jyangq	jáɴ	jáɴ	jɨaŋ˧˥
1801	像	像象蟓橡襐勨鱌潒𨖶𦺨嶑	徐兩	RpB	zyangq	zjáɴ	zjáɴ	zɨaŋ˧˥
1802	㢡	㢡獎䉃槳㯍蔣	即兩	NpB	tsyangq	tsjáɴ	tsjáɴ	tsɨaŋ˧˥
1803	㒳	㒳兩脼𣓈緉蜽魎㔝	良㢡	IpB	lyangq	láɴ	láɴ	lɨaŋ˧˥
1804	鞅	鞅柍秧䬬詇岟駚炴𧵌怏紻	於兩	hpB	qyangq	ʔáɴ	ʔj̈áɴ	ʔɨaŋ˧˥
1805	勥	勥彊弜誩滰	其兩	fpB	gyangq	ɡáɴ	ɡj̈áɴ	ɡɨaŋ˧˥
1806	仰	仰䒢卬	魚兩	gpB	ngyangq	ŋáɴ	ŋj̈áɴ	ŋɨaŋ˧˥
1807	磢	磢㼽𠞮搶漺愴	初兩	TpB	tsrhyangq	tʂʰáɴ	tʂʰáɴ	tʂʰɨaŋ˧˥
1808	想	想鯗	息兩	QpB	syangq	sjáɴ	sjáɴ	sɨaŋ˧˥
1809	掌	掌仉𤓯	諸兩	XpB	tjyangq	tɕáɴ	tɕáɴ	tɕɨaŋ˧˥
1810	𤕤	𤕤爽𦄍鷞塽樉㼽漺䫪	疎兩	VpB	sryangq	ʂáɴ	ʂáɴ	ʂɨaŋ˧˥
1811	響	響饗蠁䖮亯亨嚮曏	許兩	ipB	hyangq	xáɴ	xj̈áɴ	hɨaŋ˧˥
1812	敞	敞𢠵氅𪅶廠䟫僘	昌兩	YpB	tjhyangq	tɕʰáɴ	tɕʰáɴ	tɕʰɨaŋ˧˥
1813	繈	繈鏹襁膙憼	居兩	dpB	kyangq	káɴ	kj̈áɴ	kɨaŋ˧˥
1814	丈	丈杖仗㽴	直兩	LpB	dryangq	ɖáɴ	ɖáɴ	ɖɨaŋ˧˥
1815	昶	昶鋹	丑兩	KpB	trhyangq	ʈʰáɴ	ʈʰáɴ	ʈʰɨaŋ˧˥
1816	獷	獷	居往	dpJ	kuangq	kwáɴ	kwáɴ	kʷɨaŋ˧˥
1817	壤	壤䖆䑋穰蠰攘躟𥗝	如兩	cpB	njyangq	ɲáɴ	ɲáɴ	ȵɨaŋ˧˥
1818	賞	賞𩞧𩞃饟曏	書兩	apB	sjyangq	ɕáɴ	ɕáɴ	ɕɨaŋ˧˥
1819	髣	髣彷仿紡鶭䲱	妃兩	BpB	phuangq	pʰáɴ	pʰʋáɴ	pʰɨaŋ˧˥
1820	网	网網罔輞棢惘菵誷𡔞𦖉蛧魍	文兩	DpB	muangq	máɴ	mʋáɴ	mɨaŋ˧˥
1821	昉	昉倣放瓬	分网	ApB	puangq	páɴ	pʋáɴ	pɨaŋ˧˥
1822	枉	枉𢽃𣢫汪	紆往	hpJ	quangq	ʔwáɴ	ʔwáɴ	ʔʷɨaŋ˧˥
1823	往	往暀	于兩	kpJ	uangq	wáɴ	wáɴ	ɦʷɨaŋ˧˥
1824	怳	怳𧧢	許昉	ipJ	huangq	xwáɴ	xwáɴ	hʷɨaŋ˧˥
1825	搶	搶摤	七兩	OpB	tshyangq	tsʰjáɴ	tsʰjáɴ	tsʰɨaŋ˧˥
1826	長	長	知丈	JpB	tryangq	ʈáɴ	ʈáɴ	ʈɨaŋ˧˥
1827	上	上丄	時掌	ZpB	djyangq	dʑáɴ	dʑáɴ	dʑɨaŋ˧˥
1828	俇	俇	求往	fpJ	guangq	ɡwáɴ	ɡwáɴ	ɡʷɨaŋ˧˥
1829	臩	臩迋𠏤逛	俱往	dpJ	kuangq	kwáɴ	kwáɴ	kʷɨaŋ˧˥
1830	𩦠	𩦠	毗養	CpB	biangq	bjáɴ	bjáɴ	bɨaŋ˧˥
1831	䫪	䫪傸	初丈	TpB	tsrhyangq	tʂʰáɴ	tʂʰáɴ	tʂʰɨaŋ˧˥
1832	蕩	蕩崵婸𥯕潒𢠽愓璗盪䑗簜嵣	徒朗	GqB	dangq	dáɴ	dáɴ	dɑŋ˧˥
1833	顙	顙𣞙𣡆磉	蘇朗	QqB	sangq	sáɴ	sáɴ	sɑŋ˧˥
1834	廣	廣鄺	古晃	dqJ	kwangq	qwáɴ	qwáɴ	kʷɑŋ˧˥
1835	榜	榜牓𣮧螃蒡䰃	北朗	AqB	pangq	ᵱáɴ	páɴ	pɑŋ˧˥
1836	駔	駔驡髒	子朗	NqB	tsangq	tsáɴ	tsáɴ	tsɑŋ˧˥
1837	曩	曩灢	奴朗	HqB	nangq	náɴ	náɴ	nɑŋ˧˥
1838	沆	沆骯䟘𡕬蚢吭	胡朗	jqB	ghangq	ʁáɴ	ʁáɴ	ɦɑŋ˧˥
1839	曭	曭儻偒戃矘𥯕帑爣𣎲㼒㿩攩	他朗	FqB	thangq	tʰáɴ	tʰáɴ	tʰɑŋ˧˥
1840	莽	莽茻壾䁳䒎㬒䥈蠎漭㟐	模朗	DqB	mangq	ᵯáɴ	máɴ	mɑŋ˧˥
1841	黨	黨讜欓䣣𧅗	多朗	EqB	tangq	táɴ	táɴ	tɑŋ˧˥
1842	朗	朗朖誏俍崀榔㝗	盧黨	IqB	langq	ɫáɴ	ɫáɴ	lɑŋ˧˥
1843	坱	坱姎映泱咉醠䇦盎駚軮	烏朗	hqB	qangq	ʡáɴ	ʡáɴ	ʔɑŋ˧˥
1844	慷	慷忼𡻚骯䡉㝩懬	苦朗	eqB	khangq	qʰáɴ	qʰáɴ	kʰɑŋ˧˥
1845	㳹	㳹瀇	烏晃	hqJ	qwangq	ʡwáɴ	ʡwáɴ	ʔʷɑŋ˧˥
1846	晃	晃幌櫎榥滉攩皝	胡廣	jqJ	ghwangq	ʁwáɴ	ʁwáɴ	ɦʷɑŋ˧˥
1847	髈	髈䒍	匹朗	BqB	phangq	ᵱʰáɴ	pʰáɴ	pʰɑŋ˧˥
1848	慌	慌爌𡧽䁜㬻𣆖𧧢	呼晃	iqJ	hwangq	χwáɴ	χwáɴ	hʷɑŋ˧˥
1849	䴚	䴚𨟼㽘䟘	各朗	dqB	kangq	qáɴ	qáɴ	kɑŋ˧˥
1850	䭹	䭹	五朗	gqB	ngangq	ɴáɴ	ɴáɴ	ŋɑŋ˧˥
1851	奘	奘	徂朗	PqB	dzangq	dzáɴ	dzáɴ	dzɑŋ˧˥
1852	蒼	蒼	麁朗	OqB	tshangq	tsʰáɴ	tsʰáɴ	tsʰɑŋ˧˥
1853	汻	汻酐𤰟	呼朗	iqB	hangq	χáɴ	χáɴ	hɑŋ˧˥
1854	懬	懬䡉爌	丘晃	eqJ	khwangq	qʰwáɴ	qʰwáɴ	kʰʷɑŋ˧˥
1855	梗	梗挭哽郠綆鯁埂骾𧋑	古杏	drB	kaengq	qáˤŋ	qáˤŋ	kɣæŋ˧˥
1856	丙	丙昞怲邴炳秉窉苪蛃	兵永	AsB	pyaengq	pɹáŋ	pɹáŋ	pɣiæŋ˧˥
1857	警	警儆景境璥蟼㯳憼	居影	dsB	kyaengq	kɹáŋ	kɹáŋ	kɣiæŋ˧˥
1858	影	影璟璄䭘摬㲟𠝟𩘑	於丙	hsB	qyaengq	ʔɹáŋ	ʔɹáŋ	ʔɣiæŋ˧˥
1859	省	省眚㾪𡞞䚇𨵥㼳渻𨜜	所景	VsB	sryaengq	ʂáŋ	ʂáŋ	ʂɣiæŋ˧˥
1860	永	永栐	于憬	ksJ	uaengq	wɹáŋ	wɹáŋ	ɦʷɣiæŋ˧˥
1861	𦬺	𦬺	許永	isJ	huaengq	xɹwáŋ	xɹwáŋ	hʷɣiæŋ˧˥
1862	皿	皿𥥊𥁰	武永	DsB	myaengq	mɹáŋ	mɹáŋ	mɣiæŋ˧˥
1863	憬	憬囧煚璟臩暻	俱永	dsJ	kuaengq	kɹwáŋ	kɹwáŋ	kʷɣiæŋ˧˥
1864	杏	杏莕荇	何梗	jrB	ghaengq	ʁáˤŋ	ʁáˤŋ	ɦɣæŋ˧˥
1865	猛	猛𥋝蜢艋鱦鄳	莫杏	DrB	maengq	ᵯáˤŋ	máˤŋ	mɣæŋ˧˥
1866	礦	礦鑛𨥥𪍿䵃獷穬	古猛	drJ	kwaengq	qwáˤŋ	qwáˤŋ	kʷɣæŋ˧˥
1867	浜	浜㑟𧚭	布梗	ArB	paengq	ᵱáˤŋ	páˤŋ	pɣæŋ˧˥
1868	盯	盯	張梗	JrB	traengq	ʈáˤŋ	ʈáˤŋ	ʈɣæŋ˧˥
1869	瑒	瑒	徒杏	LrB	draengq	ɖáˤŋ	ɖáˤŋ	ɖɣæŋ˧˥
1870	䁝	䁝浻奣	烏猛	hrJ	qwaengq	ʡwáˤŋ	ʡwáˤŋ	ʔʷɣæŋ˧˥
1871	打	打	德冷	ErB	taengq	táˤŋ	táˤŋ	tɣæŋ˧˥
1872	冷	冷	魯打	IrB	laengq	ɫáˤŋ	ɫáˤŋ	lɣæŋ˧˥
1873	卝	卝澋	乎䁝	jrJ	ghwaengq	ʁwáˤŋ	ʁwáˤŋ	ɦʷɣæŋ˧˥
1874	鮩	鮩	蒲猛	CrB	baengq	ᵬáˤŋ	báˤŋ	bɣæŋ˧˥
1875	𥉁	𥉁	苦礦	erJ	khwaengq	qʰwáˤŋ	qʰwáˤŋ	kʰʷɣæŋ˧˥
1876	檸	檸	拏梗	MrB	nraengq	ɳáˤŋ	ɳáˤŋ	ɳɣæŋ˧˥
1877	耿	耿𦵸𥉔	古幸	dtB	keengq	qéˤŋ	qéˤŋ	kɣɛŋ˧˥
1878	䁅	䁅鼆黽	武幸	DtB	meengq	ᵯéˤŋ	méˤŋ	mɣɛŋ˧˥
1879	幸	幸𠂷倖㼬	胡耿	jtB	gheengq	ʁéˤŋ	ʁéˤŋ	ɦɣɛŋ˧˥
1880	𠊧	𠊧𩶁蠯螷	蒲幸	CtB	beengq	ᵬéˤŋ	béˤŋ	bɣɛŋ˧˥
1881	皏	皏	普幸	BtB	pheengq	ᵱʰéˤŋ	pʰéˤŋ	pʰɣɛŋ˧˥
1882	靜	靜睜𩇕靖妌婧穽阱猙竫	疾郢	PuB	dziaengq	dzjáŋ	dzjáŋ	dziᴇŋ˧˥
1883	整	整𢿄	之郢	XuB	tjiaengq	tɕáŋ	tɕáŋ	tɕiᴇŋ˧˥
1884	逞	逞騁裎悜䩶睈	丑郢	KuB	trhiaengq	ʈʰáŋ	ʈʰáŋ	ʈʰiᴇŋ˧˥
1885	郢	郢浧梬	以整	luB	jiaengq	jáŋ	jáŋ	jiᴇŋ˧˥
1886	痙	痙涇	巨郢	fuB	giaengq	ɡjáŋ	ɡjáŋ	ɡiᴇŋ˧˥
1887	潁	潁穎	餘頃	luJ	jwiaengq	jwáŋ	jwáŋ	jʷiᴇŋ˧˥
1888	領	領嶺阾柃袊䕘	良郢	IuB	liaengq	láŋ	láŋ	liᴇŋ˧˥
1889	頸	頸	居郢	duB	kiaengq	kjáŋ	kjáŋ	kiᴇŋ˧˥
1890	餅	餅屏鉼併䴵	必郢	AuB	piaengq	pjáŋ	pjáŋ	piᴇŋ˧˥
1891	頃	頃頔㩩檾苘䔛	去潁	euJ	khwiaengq	kʰjwáŋ	kʰjwáŋ	kʰʷiᴇŋ˧˥
1892	井	井𨙷	子郢	NuB	tsiaengq	tsjáŋ	tsjáŋ	tsiᴇŋ˧˥
1893	廮	廮𨟙癭𣤵𦡺	於郢	huB	qiaengq	ʔjáŋ	ʔjáŋ	ʔiᴇŋ˧˥
1894	請	請睛	七靜	OuB	tshiaengq	tsʰjáŋ	tsʰjáŋ	tsʰiᴇŋ˧˥
1895	省	省渻睲惺㮐𢜫	息井	QuB	siaengq	sjáŋ	sjáŋ	siᴇŋ˧˥
1896	眳	眳慏	亡井	DuB	miaengq	mjáŋ	mjáŋ	miᴇŋ˧˥
1897	徎	徎𣵹	丈井	LuB	driaengq	ɖáŋ	ɖáŋ	ɖiᴇŋ˧˥
1898	迥	迥冋炯泂𦳖	戶頂	jvJ	ghwengq	ʁwéŋ	ʁwéŋ	ɦʷeŋ˧˥
1899	熲	熲炅炯𠖷㯋𩚱煛𧍮	古迥	dvJ	kwengq	qwéŋ	qwéŋ	kʷeŋ˧˥
1900	茗	茗嫇酩瀴溟眳姳	莫迥	DvB	mengq	ᵯéŋ	méŋ	meŋ˧˥
1901	頂	頂𩠑𩕢奵耵鼎薡酊濎葶靪打㞟	都挺	EvB	tengq	téŋ	téŋ	teŋ˧˥
1902	挺	挺艇鋌梃娗町霆莛涏蜓訂誔	徒鼎	GvB	dengq	déŋ	déŋ	deŋ˧˥
1903	珽	珽圢脡侹頲徎𡈼町艼𤱹𦉬䦐	他鼎	FvB	thengq	tʰéŋ	tʰéŋ	tʰeŋ˧˥
1904	汫	汫	徂醒	PvB	dzengq	dzéŋ	dzéŋ	dzeŋ˧˥
1905	濙	濙	烏迥	hvJ	qwengq	ʡwéŋ	ʡwéŋ	ʔʷeŋ˧˥
1906	謦	謦	去挺	evB	khengq	qʰéŋ	qʰéŋ	kʰeŋ˧˥
1907	𩕳	𩕳聹䗿濘䔭	乃挺	HvB	nengq	néŋ	néŋ	neŋ˧˥
1908	婞	婞涬𩷏鋞脛𢙼緈	胡頂	jvB	ghengq	ʁéŋ	ʁéŋ	ɦeŋ˧˥
1909	醒	醒箵	蘇挺	QvB	sengq	séŋ	séŋ	seŋ˧˥
1910	鞞	鞞	補鼎	AvB	pengq	ᵱéŋ	péŋ	peŋ˧˥
1911	褧	褧檾苘烓顈絅	口迥	evJ	khwengq	qʰwéŋ	qʰwéŋ	kʰʷeŋ˧˥
1912	剄	剄烴	古挺	dvB	kengq	qéŋ	qéŋ	keŋ˧˥
1913	頩	頩	匹迥	BvB	phengq	ᵱʰéŋ	pʰéŋ	pʰeŋ˧˥
1914	巊	巊𩳍瀴	烟涬	hvB	qengq	ʡéŋ	ʡéŋ	ʔeŋ˧˥
1915	笭	笭𦊓冷	力鼎	IvB	lengq	ɫéŋ	ɫéŋ	leŋ˧˥
1916	竝	竝並鮩併	蒲迥	CvB	bengq	ᵬéŋ	béŋ	beŋ˧˥
1917	詗	詗	火迥	ivJ	hwengq	χwéŋ	χwéŋ	hʷeŋ˧˥
1918	䀴	䀴矨	五剄	gvB	ngengq	ɴéŋ	ɴéŋ	ŋeŋ˧˥
1919	拯	拯抍撜𨋬氶	無	XwB	tjyngq	tɕɨ́ŋ	tɕɨ́ŋ	tɕɨŋ˧˥
1920	庱	庱	丑拯	KwB	trhyngq	ʈʰɨ́ŋ	ʈʰɨ́ŋ	ʈʰɨŋ˧˥
1921	殑	殑	其拯	fwB	gyngq	ɡɨ́ŋ	ɡɨ́ŋ	ɡɨŋ˧˥
1922	㱡	㱡	色庱	VwB	sryngq	ʂɨ́ŋ	ʂɨ́ŋ	ʂɨŋ˧˥
1923	等	等	多肯	ExB	teongq	tə́ŋ	tə́ŋ	təŋ˧˥
1924	倗	倗剻	普等	BxB	pheongq	ᵱʰə́ŋ	pʰə́ŋ	pʰəŋ˧˥
1925	肯	肯肎	苦等	exB	kheongq	qʰə́ŋ	qʰə́ŋ	kʰəŋ˧˥
1926	能	能	奴等	HxB	neongq	nə́ŋ	nə́ŋ	nəŋ˧˥
1927	有	有右䳑友㕛䀁𥁓栯䒴	云久	kyB	uq	wú	wú	ɦɨu˧˥
1928	柳	柳罶𦊑懰珋𩖴嬼䉧𪕋熮瀏綹𨋖茆	力久	IyB	luq	lú	lú	lɨu˧˥
1929	狃	狃紐鈕杻莥𠘯扭𢔟䏔𨙺𦱙	女久	MyB	nruq	ɳú	ɳú	ɳɨu˧˥
1930	丑	丑杻杽	敕久	KyB	trhuq	ʈʰú	ʈʰú	ʈʰɨu˧˥
1931	肘	肘疛𤶡扭	陟柳	JyB	truq	ʈú	ʈú	ʈɨu˧˥
1932	朽	朽㱙㽲殠	許久	iyB	huq	xú	xj̈ú	hɨu˧˥
1933	久	久九玖灸韭𡚰𨾉	舉有	dyB	kuq	kú	kj̈ú	kɨu˧˥
1934	首	首𩠐𦣻手䭭守	書九	ayB	sjuq	ɕú	ɕú	ɕɨu˧˥
1935	醜	醜𧃝魗	昌九	YyB	tjhuq	tɕʰú	tɕʰú	tɕʰɨu˧˥
1936	湫	湫愀	在九	PyB	dzuq	dzjú	dzjú	dzɨu˧˥
1937	婦	婦䘀負萯蝜阜𨸏𪃓偩𦰺𨹺䧞㷆菩𧌈	房久	CyB	buq	bú	bʋú	bɨu˧˥
1938	缶	缶缹否不鴀痞殕𡜊	方久	AyB	puq	pú	pʋú	pɨu˧˥
1939	糗	糗	去久	eyB	khuq	kʰú	kʰj̈ú	kʰɨu˧˥
1940	蹂	蹂楺煣輮沑𠘯葇𥠊韖粈	人九	cyB	njuq	ɲú	ɲú	ȵɨu˧˥
1941	舅	舅倃臼齨麔䳎咎䊆𤷑𢛃䛮	其九	fyB	guq	ɡú	ɡj̈ú	ɡɨu˧˥
1942	紂	紂䈙鮦葤棸𦡴	除柳	LyB	druq	ɖú	ɖú	ɖɨu˧˥
1943	酉	酉丣誘𦍶䛻牖卣槱𥟁莠羑庮蜏㝌𣣸琇梄𤪎輶𨣆𦏇	與久	lyB	juq	jú	jú	jɨu˧˥
1944	受	受壽𨞪璹綬	殖酉	ZyB	djuq	dʑú	dʑú	dʑɨu˧˥
1945	滫	滫糔醙𦄼	息有	QyB	suq	sjú	sjú	sɨu˧˥
1946	䬀	䬀䱂懮	於柳	hyB	quq	ʔú	ʔj̈ú	ʔɨu˧˥
1947	酒	酒	子酉	NyB	tsuq	tsjú	tsjú	tsɨu˧˥
1948	溲	𣸈	疎有	VyB	sruq	ʂú	ʂú	ʂɨu˧˥
1949	帚	帚箒鯞晭𧳜	之九	XyB	tjuq	tɕú	tɕú	tɕɨu˧˥
1950	㤱	㤱紑𩂆	芳否	ByB	phuq	pʰú	pʰʋú	pʰɨu˧˥
1951	掫	掫搊𧌗	側九	SyB	tsruq	tʂú	tʂú	tʂɨu˧˥
1952	𥣙	𥣙	士九	UyB	dzruq	dʐú	dʐú	dʐɨu˧˥
1953	𩋄	𩋄𩌄	初九	TyB	tsrhuq	tʂʰú	tʂʰú	tʂʰɨu˧˥
1954	秠	秠	芳婦	ByB	phuq	pʰú	pʰʋú	pʰɨu˧˥
1955	厚	厚垕後𨒥后郈㖃	胡口	jzB	ghouq	ʁú	ʁú	ɦu˧˥
1956	母	母牡某拇胟𠭇畮畞莽𤝕𤵝踇𧿹䳇	莫厚	DzB	mouq	ᵯú	mú	mu˧˥
1957	部	部培犃䏽瓿䍌䴺篰蔀婄	蒲口	CzB	bouq	ᵬú	bú	bu˧˥
1958	斗	斗㪷枓蚪阧陡抖襡	當口	EzB	touq	tú	tú	tu˧˥
1959	𪌘	𪌘飳妵黈𩿢蘣斢鈄䱏	天口	FzB	thouq	tʰú	tʰú	tʰu˧˥
1960	苟	苟玽狗垢笱𦊒耇詬枸茩岣敂豿	古厚	dzB	kouq	qú	qú	ku˧˥
1961	藕	藕蕅偶耦髃㼴	五口	gzB	ngouq	ɴú	ɴú	ŋu˧˥
1962	㨐	㨐掊	方垢	AzB	pouq	ᵱú	pú	pu˧˥
1963	㝅	㝅㳶陾𡝦啂𡭾	乃后	HzB	nouq	nú	nú	nu˧˥
1964	叜	叜叟𠊯嗾𠻛𥈃𧩮擻藪籔𦖪廀棷駷操	蘇后	QzB	souq	sú	sú	su˧˥
1965	吼	吼吽呴㸸𤘽蚼㖃	呼后	izB	houq	χú	χú	hu˧˥
1966	剖	剖婄蔀䳝䯽	普后	BzB	phouq	ᵱʰú	pʰú	pʰu˧˥
1967	歐	歐嘔毆㸸𠙶塸䙔	烏后	hzB	qouq	ʡú	ʡú	ʔu˧˥
1968	塿	塿嘍簍甊𪍣嶁㪹謱漊䅹	郎斗	IzB	louq	ɫú	ɫú	lu˧˥
1969	走	走	子苟	NzB	tsouq	tsú	tsú	tsu˧˥
1970	口	口扣㸸𤘘釦叩𧥣𨙫竘	苦后	ezB	khouq	qʰú	qʰú	kʰu˧˥
1971	䕆	䕆𨪐𠁁揄𩿢襡	徒口	GzB	douq	dú	dú	du˧˥
1972	鯫	鯫	仕垢	PzB	dzouq	dzú	dzú	dzu˧˥
1973	趣	趣取棷	倉苟	OzB	tshouq	tsʰú	tsʰú	tsʰu˧˥
1974	黝	黝怮䬀蚴泑眑𣢜	於糾	h0B	qiwq	ʔíw	ʔíw	ʔiu˧˥
1975	糾	糾赳朻𨷺	居黝	d0B	kiwq	kíw	kíw	kiu˧˥
1976	蟉	蟉	渠黝	f0B	giwq	ɡíw	ɡíw	ɡiu˧˥
1977	寑	寑𡪢寢梫㾛𡬓𦯈鋟䤐	七稔	O1B	tshimq	tsʰím	tsʰím	tsʰim˧˥
1978	朕	朕𦩗鰧螣栚顩	直稔	L1B	drimq	ɖím	ɖím	ɖim˧˥
1979	坅	坅	丘甚	e1F	khyimq	kʰɹím	kʰɹím	kʰɣim˧˥
1980	廩	廩㐭懍菻凜顲𤎭癛	力稔	I1B	limq	lím	lím	lim˧˥
1981	罧	罧伈	斯甚	Q1B	simq	sím	sím	sim˧˥
1982	踸	踸鍖䫖	丑甚	K1B	trhimq	ʈʰím	ʈʰím	ʈʰim˧˥
1983	䤐	䤐𡩻䭙䐶	子朕	N1B	tsimq	tsím	tsím	tsim˧˥
1984	荏	荏飪餁䭃稔栠恁袵䏕䇮棯𢆉銋腍	如甚	c1B	njimq	ɲím	ɲím	ȵim˧˥
1985	枕	枕䪴䫬	章荏	X1B	tjimq	tɕím	tɕím	tɕim˧˥
1986	沈	沈邥宷審㰂瞫諗䰼魫淰㜤䀢𩶇𧀯	式荏	a1B	sjimq	ɕím	ɕím	ɕim˧˥
1987	葚	葚𣞵	食荏	b1B	zjimq	ʑím	ʑím	ʑim˧˥
1988	甚	甚訦	常枕	Z1B	djimq	dʑím	dʑím	dʑim˧˥
1989	瀋	瀋	昌枕	Y1B	tjhimq	tɕʰím	tɕʰím	tɕʰim˧˥
1990	墋	墋醦磣	初朕	T1B	tsrhyimq	tʂʰím	tʂʰím	tʂʰim˧˥
1991	拰	拰	尼凜	M1B	nrimq	ɳím	ɳím	ɳim˧˥
1992	噤	噤䫴凚唫	渠飲	f1F	gyimq	ɡɹím	ɡɹím	ɡɣim˧˥
1993	錦	錦	居飲	d1F	kyimq	kɹím	kɹím	kɣim˧˥
1994	蕈	蕈	慈荏	P1B	dzimq	dzím	dzím	dzim˧˥
1995	僸	僸趛	牛錦	g1F	ngyimq	ŋɹím	ŋɹím	ŋɣim˧˥
1996	㾕	㾕瘮槮	疎錦	V1B	sryimq	ʂím	ʂím	ʂim˧˥
1997	稟	稟	筆錦	A1F	pyimq	pɹím	pɹím	pɣim˧˥
1998	㱃	㱃飲𤃷	於錦	h1F	qyimq	ʔɹím	ʔɹím	ʔɣim˧˥
1999	品	品	丕飲	B1F	phyimq	pʰɹím	pʰɹím	pʰɣim˧˥
2000	𩖄	𩖄顉	欽錦	e1F	khyimq	kʰɹím	kʰɹím	kʰɣim˧˥
2001	廞	廞	許錦	i1F	hyimq	xɹím	xɹím	hɣim˧˥
2002	戡	戡㱽	張甚	J1B	trimq	ʈím	ʈím	ʈim˧˥
2003	潭	潭	以荏	l1B	jimq	jím	jím	jim˧˥
2004	𩒣	𩒣	士㾕	U1B	dzryimq	dʐím	dʐím	dʐim˧˥
2005	感	感𥸡鱤灝贑䤗贛㔶𧆐䃭灨	古禫	d2B	komq	qʌ́m	qʌ́m	kəm˧˥
2006	禫	禫䊤䨢黮窞髧萏𧂄倓𥥦𧡪醰嘾贉譚𣛱	徒感	G2B	domq	dʌ́m	dʌ́m	dəm˧˥
2007	晻	晻黭揞唵隌罯黤㞄𤃷	烏感	h2B	qomq	ʡʌ́m	ʡʌ́m	ʔəm˧˥
